S.No,CHK_ACCT,Duration,History,Purpose of credit,Credit Amount,Balance in Savings A/C,Employment,Install_rate,Marital status,Co-applicant,Present Resident,Real Estate,Age,Other installment,Residence,Num_Credits,Job,No. dependents,Phone,Foreign,Credit classification
601,less-200DM,7, duly-till-now, radio-tv,2329, less100DM, one-year,1, female-divorced, guarantor,1, real-estate,45, none, own,1, skilled,1, yes, yes, good.
602,less-200DM,9, duly-till-now, furniture,918, less100DM, four-years,4, female-divorced, none,1, building-society,30, none, own,1, skilled,1, yes, yes, bad.
603,less-200DM,24, bank-paid-duly, education,1837, less100DM, seven-years,4, female-divorced, none,4, none,34, bank, free,1, unskilled-resident,1, yes, yes, bad.
604,no-account,36, duly-till-now, furniture,3349, less100DM, four-years,4, female-divorced, none,2, car,28, none, own,1, management,1, no, yes, bad.
605,over-200DM,10, duly-till-now, furniture,1275, less100DM, one-year,4, female-divorced, none,2, building-society,23, none, own,1, skilled,1, yes, yes, good.
606,0DM,24, bank-paid-duly, furniture,2828, less1000DM, four-years,4, single-male, none,4, real-estate,22, stores, own,1, skilled,1, no, yes, good.
607,no-account,24, critical, business,4526, less100DM, four-years,3, single-male, none,2, real-estate,74, none, own,1, management,1, no, yes, good.
608,less-200DM,36, duly-till-now, radio-tv,2671, less500DM, four-years,4, female-divorced, co-applicant,4, none,50, none, free,1, skilled,1, yes, yes, bad.
609,no-account,18, duly-till-now, radio-tv,2051, less100DM, one-year,4, single-male, none,1, real-estate,33, none, own,1, skilled,1, yes, yes, good.
610,no-account,15, duly-till-now, used-car,1300, unknown, over-seven,4, single-male, none,4, none,45, bank, free,1, skilled,2, yes, yes, good.
611,0DM,12, duly-till-now, domestic-app,741, less500DM, unemployed,4, female-divorced, none,3, building-society,22, none, own,1, skilled,1, yes, yes, bad.
612,over-200DM,10, duly-till-now, new-car,1240, less500DM, over-seven,1, female-divorced, none,4, none,48, none, free,1, unskilled-resident,2, yes, yes, bad.
613,0DM,21, duly-till-now, radio-tv,3357, over1000DM, one-year,4, female-divorced, none,2, car,29, bank, own,1, skilled,1, yes, yes, good.
614,0DM,24, bank-paid-duly, used-car,3632, less100DM, four-years,1, female-divorced, guarantor,4, car,22, bank, rent,1, skilled,1, yes, no, good.
615,no-account,18, delay, furniture,1808, less100DM, seven-years,4, female-divorced, none,1, real-estate,22, none, own,1, skilled,1, yes, yes, bad.
616,less-200DM,48, all-paid-duly, business,12204, unknown, four-years,2, single-male, none,2, car,48, bank, own,1, management,1, no, yes, good.
617,less-200DM,60, delay, radio-tv,9157, unknown, four-years,2, single-male, none,2, none,27, none, free,1, management,1, yes, yes, good.
618,0DM,6, critical, new-car,3676, less100DM, four-years,1, single-male, none,3, real-estate,37, none, rent,3, skilled,2, yes, yes, good.
619,less-200DM,30, duly-till-now, furniture,3441, less500DM, four-years,2, female-divorced, co-applicant,4, car,21, none, rent,1, skilled,1, yes, yes, bad.
620,no-account,12, duly-till-now, new-car,640, less100DM, four-years,4, male-divorced, none,2, real-estate,49, none, own,1, unskilled-resident,1, yes, yes, good.
621,less-200DM,21, critical, business,3652, less100DM, seven-years,2, single-male, none,3, building-society,27, none, own,2, skilled,1, yes, yes, good.
622,no-account,18, critical, new-car,1530, less100DM, four-years,3, single-male, none,2, building-society,32, bank, own,2, skilled,1, yes, yes, bad.
623,no-account,48, duly-till-now, business,3914, unknown, four-years,4, male-divorced, none,2, real-estate,38, bank, own,1, skilled,1, yes, yes, bad.
624,0DM,12, duly-till-now, furniture,1858, less100DM, one-year,4, female-divorced, none,1, car,22, none, rent,1, skilled,1, yes, yes, good.
625,0DM,18, duly-till-now, radio-tv,2600, less100DM, four-years,4, single-male, none,4, none,65, none, free,2, skilled,1, yes, yes, bad.
626,no-account,15, duly-till-now, radio-tv,1979, unknown, over-seven,4, single-male, none,2, car,35, none, own,1, skilled,1, yes, yes, good.
627,over-200DM,6, duly-till-now, furniture,2116, less100DM, four-years,2, single-male, none,2, real-estate,41, none, own,1, skilled,1, no, yes, good.
628,less-200DM,9, bank-paid-duly, new-car,1437, less500DM, seven-years,2, single-male, none,3, none,29, none, own,1, skilled,1, yes, yes, bad.
629,no-account,42, critical, furniture,4042, less1000DM, four-years,4, single-male, none,4, real-estate,36, none, own,2, skilled,1, no, yes, good.
630,no-account,9, duly-till-now, education,3832, unknown, over-seven,1, single-male, none,4, real-estate,64, none, own,1, unskilled-resident,1, yes, yes, good.
631,0DM,24, duly-till-now, radio-tv,3660, less100DM, four-years,2, female-divorced, none,4, car,28, none, own,1, skilled,1, yes, yes, good.
632,0DM,18, bank-paid-duly, furniture,1553, less100DM, four-years,4, single-male, none,3, car,44, bank, own,1, skilled,1, yes, yes, bad.
633,less-200DM,15, duly-till-now, radio-tv,1444, unknown, one-year,4, single-male, none,1, building-society,23, none, own,1, skilled,1, yes, yes, good.
634,no-account,9, duly-till-now, furniture,1980, less100DM, one-year,2, female-divorced, co-applicant,2, car,19, none, rent,2, skilled,1, yes, yes, bad.
635,less-200DM,24, duly-till-now, new-car,1355, less100DM, one-year,3, female-divorced, none,4, car,25, none, own,1, unskilled-resident,1, no, yes, bad.
636,no-account,12, duly-till-now, education,1393, less100DM, over-seven,4, single-male, none,4, building-society,47, bank, own,3, skilled,2, no, yes, good.
637,no-account,24, duly-till-now, radio-tv,1376, less1000DM, seven-years,4, female-divorced, none,1, car,28, none, own,1, skilled,1, yes, yes, good.
638,no-account,60, delay, radio-tv,15653, less100DM, seven-years,2, single-male, none,4, car,21, none, own,2, skilled,1, no, yes, good.
639,no-account,12, duly-till-now, radio-tv,1493, less100DM, one-year,4, female-divorced, none,3, car,34, none, own,1, skilled,2, yes, yes, good.
640,0DM,42, delay, radio-tv,4370, less100DM, seven-years,3, single-male, none,2, building-society,26, bank, own,2, skilled,2, no, yes, bad.
641,0DM,18, duly-till-now, education,750, less100DM, unemployed,4, female-divorced, none,1, real-estate,27, none, own,1, unemployed-non-resident,1, yes, yes, bad.
642,less-200DM,15, duly-till-now, repairs,1308, less100DM, over-seven,4, single-male, none,4, car,38, none, own,2, unskilled-resident,1, yes, yes, good.
643,no-account,15, duly-till-now, education,4623, less500DM, four-years,3, single-male, none,2, building-society,40, none, own,1, management,1, no, yes, bad.
644,no-account,24, critical, radio-tv,1851, less100DM, seven-years,4, married-male, guarantor,2, car,33, none, own,2, skilled,1, no, yes, good.
645,0DM,18, critical, radio-tv,1880, less100DM, seven-years,4, married-male, none,1, building-society,32, none, own,2, management,1, no, yes, good.
646,no-account,36, delay, business,7980, unknown, one-year,4, single-male, none,4, car,27, none, rent,2, skilled,1, no, yes, bad.
647,0DM,30, all-paid-duly, furniture,4583, less100DM, four-years,2, male-divorced, guarantor,2, real-estate,32, none, own,2, skilled,1, yes, yes, good.
648,no-account,12, duly-till-now, new-car,1386, less1000DM, four-years,2, female-divorced, none,2, building-society,26, none, own,1, skilled,1, yes, yes, bad.
649,over-200DM,24, duly-till-now, new-car,947, less100DM, seven-years,4, single-male, none,3, none,38, bank, free,1, skilled,2, yes, yes, bad.
650,0DM,12, duly-till-now, education,684, less100DM, four-years,4, single-male, none,4, car,40, none, rent,1, unskilled-resident,2, yes, yes, bad.
651,0DM,48, duly-till-now, education,7476, less100DM, seven-years,4, single-male, none,1, none,50, none, free,1, management,1, no, yes, good.
652,less-200DM,12, duly-till-now, furniture,1922, less100DM, four-years,4, single-male, none,2, building-society,37, none, own,1, unskilled-resident,1, yes, yes, bad.
653,0DM,24, duly-till-now, new-car,2303, less100DM, over-seven,4, single-male, co-applicant,1, real-estate,45, none, own,1, skilled,1, yes, yes, bad.
654,less-200DM,36, delay, new-car,8086, less500DM, over-seven,2, single-male, none,4, car,42, none, own,4, management,1, no, yes, bad.
655,no-account,24, critical, used-car,2346, less100DM, seven-years,4, single-male, none,3, car,35, none, own,2, skilled,1, no, yes, good.
656,0DM,14, duly-till-now, new-car,3973, less100DM, unemployed,1, single-male, none,4, none,22, none, free,1, skilled,1, yes, yes, good.
657,less-200DM,12, duly-till-now, new-car,888, less100DM, over-seven,4, single-male, none,4, car,41, bank, own,1, unskilled-resident,2, yes, yes, bad.
658,no-account,48, duly-till-now, radio-tv,10222, unknown, seven-years,4, single-male, none,3, car,37, stores, own,1, skilled,1, no, yes, good.
659,less-200DM,30, all-paid-duly, business,4221, less100DM, four-years,2, female-divorced, none,1, car,28, none, own,2, skilled,1, yes, yes, good.
660,less-200DM,18, critical, furniture,6361, less100DM, over-seven,2, single-male, none,1, none,41, none, own,1, skilled,1, no, yes, good.
661,over-200DM,12, duly-till-now, radio-tv,1297, less100DM, four-years,3, married-male, none,4, real-estate,23, none, rent,1, skilled,1, yes, yes, good.
662,0DM,12, duly-till-now, new-car,900, unknown, four-years,4, married-male, none,2, car,23, none, own,1, skilled,1, yes, yes, bad.
663,no-account,21, duly-till-now, furniture,2241, less100DM, over-seven,4, single-male, none,2, real-estate,50, none, own,2, skilled,1, yes, yes, good.
664,less-200DM,6, delay, furniture,1050, less100DM, unemployed,4, single-male, none,1, building-society,35, stores, own,2, management,1, no, yes, good.
665,over-200DM,6, critical, education,1047, less100DM, four-years,2, female-divorced, none,4, building-society,50, none, own,1, unskilled-resident,1, yes, yes, good.
666,no-account,24, critical, others,6314, less100DM, unemployed,4, single-male, co-applicant,2, none,27, bank, own,2, management,1, no, yes, good.
667,less-200DM,30, bank-paid-duly, furniture,3496, over1000DM, four-years,4, single-male, none,2, car,34, stores, own,1, skilled,2, no, yes, good.
668,no-account,48, bank-paid-duly, business,3609, less100DM, four-years,1, female-divorced, none,1, real-estate,27, stores, own,1, skilled,1, yes, yes, good.
669,0DM,12, critical, new-car,4843, less100DM, over-seven,3, single-male, co-applicant,4, building-society,43, none, rent,2, skilled,1, no, yes, bad.
670,over-200DM,30, critical, radio-tv,3017, less100DM, over-seven,4, single-male, none,4, building-society,47, none, own,1, skilled,1, yes, yes, good.
671,no-account,24, critical, business,4139, less500DM, four-years,3, single-male, none,3, building-society,27, none, own,2, unskilled-resident,1, no, yes, good.
672,no-account,36, duly-till-now, business,5742, less500DM, seven-years,2, single-male, none,2, car,31, none, own,2, skilled,1, no, yes, good.
673,no-account,60, duly-till-now, new-car,10366, less100DM, over-seven,2, single-male, none,4, building-society,42, none, own,1, management,1, no, yes, good.
674,no-account,6, critical, new-car,2080, less1000DM, four-years,1, married-male, none,2, car,24, none, own,1, skilled,1, yes, yes, good.
675,no-account,21, delay, business,2580, less1000DM, one-year,4, single-male, none,2, real-estate,41, bank, own,1, unskilled-resident,2, yes, yes, bad.
676,no-account,30, critical, radio-tv,4530, less100DM, seven-years,4, female-divorced, none,4, car,26, none, rent,1, management,1, no, yes, good.
677,no-account,24, critical, furniture,5150, less100DM, over-seven,4, single-male, none,4, car,33, none, own,1, skilled,1, no, yes, good.
678,less-200DM,72, duly-till-now, radio-tv,5595, less500DM, four-years,2, married-male, none,2, car,24, none, own,1, skilled,1, yes, yes, bad.
679,0DM,24, duly-till-now, radio-tv,2384, less100DM, over-seven,4, single-male, none,4, real-estate,64, bank, rent,1, unskilled-resident,1, yes, yes, good.
680,no-account,18, duly-till-now, radio-tv,1453, less100DM, one-year,3, female-divorced, none,1, real-estate,26, none, own,1, skilled,1, yes, yes, good.
681,no-account,6, duly-till-now, education,1538, less100DM, one-year,1, female-divorced, none,2, none,56, none, own,1, skilled,1, yes, yes, good.
682,no-account,12, duly-till-now, radio-tv,2279, unknown, four-years,4, single-male, none,4, none,37, none, free,1, skilled,1, no, yes, good.
683,no-account,15, delay, radio-tv,1478, less100DM, four-years,4, married-male, none,3, real-estate,33, bank, own,2, skilled,1, yes, yes, good.
684,no-account,24, critical, radio-tv,5103, less100DM, one-year,3, married-male, none,3, none,47, none, free,3, skilled,1, no, yes, good.
685,less-200DM,36, delay, business,9857, less500DM, seven-years,1, single-male, none,3, building-society,31, none, own,2, unskilled-resident,2, no, yes, good.
686,no-account,60, duly-till-now, new-car,6527, unknown, four-years,4, single-male, none,4, none,34, none, free,1, skilled,2, no, yes, good.
687,over-200DM,10, critical, radio-tv,1347, unknown, seven-years,4, single-male, none,2, building-society,27, none, own,2, skilled,1, no, yes, good.
688,less-200DM,36, delay, new-car,2862, less500DM, over-seven,4, single-male, none,3, none,30, none, free,1, skilled,1, yes, yes, good.
689,no-account,9, duly-till-now, radio-tv,2753, less500DM, over-seven,3, single-male, co-applicant,4, car,35, none, own,1, skilled,1, no, yes, good.
690,0DM,12, duly-till-now, new-car,3651, over1000DM, four-years,1, single-male, none,3, building-society,31, none, own,1, skilled,2, yes, yes, good.
691,0DM,15, critical, furniture,975, less100DM, four-years,2, male-divorced, none,3, building-society,25, none, own,2, skilled,1, yes, yes, good.
692,less-200DM,15, duly-till-now, repairs,2631, less500DM, four-years,3, female-divorced, none,2, real-estate,25, none, own,1, unskilled-resident,1, yes, yes, good.
693,less-200DM,24, duly-till-now, radio-tv,2896, less500DM, one-year,2, single-male, none,1, car,29, none, own,1, skilled,1, yes, yes, good.
694,0DM,6, critical, new-car,4716, unknown, one-year,1, single-male, none,3, real-estate,44, none, own,2, unskilled-resident,2, yes, yes, good.
695,no-account,24, duly-till-now, radio-tv,2284, less100DM, seven-years,4, single-male, none,2, car,28, none, own,1, skilled,1, no, yes, good.
696,no-account,6, duly-till-now, used-car,1236, less1000DM, four-years,2, single-male, none,4, building-society,50, none, rent,1, skilled,1, yes, yes, good.
697,less-200DM,12, duly-till-now, radio-tv,1103, less100DM, seven-years,4, single-male, guarantor,3, real-estate,29, none, own,2, skilled,1, yes, no, good.
698,no-account,12, critical, new-car,926, less100DM, unemployed,1, female-divorced, none,2, building-society,38, none, own,1, unemployed-non-resident,1, yes, yes, good.
699,no-account,18, critical, radio-tv,1800, less100DM, four-years,4, single-male, none,2, car,24, none, own,2, skilled,1, yes, yes, good.
700,over-200DM,15, duly-till-now, education,1905, less100DM, over-seven,4, single-male, none,4, car,40, none, rent,1, management,1, no, yes, good.
701,no-account,12, duly-till-now, furniture,1123, less1000DM, four-years,4, female-divorced, none,4, car,29, none, rent,1, unskilled-resident,1, yes, yes, bad.
702,0DM,48, critical, used-car,6331, less100DM, over-seven,4, single-male, none,4, none,46, none, free,2, skilled,1, no, yes, bad.
703,over-200DM,24, duly-till-now, radio-tv,1377, less500DM, over-seven,4, female-divorced, none,2, none,47, none, free,1, skilled,1, no, yes, good.
704,less-200DM,30, delay, business,2503, less500DM, over-seven,4, single-male, none,2, building-society,41, stores, own,2, skilled,1, yes, yes, good.
705,less-200DM,27, duly-till-now, business,2528, less100DM, one-year,4, female-divorced, none,1, building-society,32, none, own,1, skilled,2, no, yes, good.
706,no-account,15, duly-till-now, new-car,5324, less1000DM, over-seven,1, female-divorced, none,4, none,35, none, free,1, skilled,1, yes, yes, good.
707,less-200DM,48, duly-till-now, new-car,6560, less500DM, seven-years,3, single-male, none,2, building-society,24, none, own,1, skilled,1, yes, yes, bad.
708,less-200DM,12, all-paid-duly, furniture,2969, less100DM, one-year,4, female-divorced, none,3, building-society,25, none, rent,2, skilled,1, yes, yes, bad.
709,less-200DM,9, duly-till-now, radio-tv,1206, less100DM, over-seven,4, female-divorced, none,4, real-estate,25, none, own,1, skilled,1, yes, yes, good.
710,less-200DM,9, duly-till-now, radio-tv,2118, less100DM, four-years,2, single-male, none,2, real-estate,37, none, own,1, unskilled-resident,2, yes, yes, good.
711,no-account,18, critical, radio-tv,629, less1000DM, over-seven,4, single-male, none,3, building-society,32, bank, own,2, management,1, no, yes, good.
712,0DM,6, bank-paid-duly, education,1198, less100DM, over-seven,4, female-divorced, none,4, none,35, none, free,1, skilled,1, yes, yes, bad.
713,no-account,21, duly-till-now, used-car,2476, unknown, over-seven,4, single-male, none,4, real-estate,46, none, own,1, management,1, no, yes, good.
714,0DM,9, critical, radio-tv,1138, less100DM, four-years,4, single-male, none,4, real-estate,25, none, own,2, unskilled-resident,1, yes, yes, good.
715,less-200DM,60, duly-till-now, new-car,14027, less100DM, seven-years,4, single-male, none,2, none,27, none, own,1, management,1, no, yes, bad.
716,no-account,30, critical, used-car,7596, unknown, over-seven,1, single-male, none,4, car,63, none, own,2, skilled,1, yes, yes, good.
717,no-account,30, critical, radio-tv,3077, unknown, over-seven,3, single-male, none,2, car,40, none, own,2, skilled,2, no, yes, good.
718,no-account,18, duly-till-now, radio-tv,1505, less100DM, four-years,4, single-male, none,2, none,32, none, free,1, management,1, no, yes, good.
719,over-200DM,24, critical, radio-tv,3148, unknown, four-years,3, single-male, none,2, car,31, none, own,2, skilled,1, no, yes, good.
720,less-200DM,20, all-paid-duly, used-car,6148, less500DM, over-seven,3, married-male, none,4, car,31, bank, own,2, skilled,1, no, yes, good.
721,over-200DM,9, all-paid-duly, radio-tv,1337, less100DM, one-year,4, single-male, none,2, car,34, none, own,2, management,1, no, yes, bad.
722,less-200DM,6, bank-paid-duly, education,433, over1000DM, one-year,4, female-divorced, none,2, building-society,24, bank, rent,1, skilled,2, yes, yes, bad.
723,0DM,12, duly-till-now, new-car,1228, less100DM, four-years,4, female-divorced, none,2, real-estate,24, none, own,1, unskilled-resident,1, yes, yes, bad.
724,less-200DM,9, duly-till-now, radio-tv,790, less1000DM, four-years,4, female-divorced, none,3, real-estate,66, none, own,1, unskilled-resident,1, yes, yes, good.
725,no-account,27, duly-till-now, new-car,2570, less100DM, four-years,3, female-divorced, none,3, real-estate,21, none, rent,1, skilled,1, yes, yes, bad.
726,no-account,6, critical, new-car,250, over1000DM, four-years,2, female-divorced, none,2, real-estate,41, bank, own,2, unskilled-resident,1, yes, yes, good.
727,no-account,15, critical, radio-tv,1316, less1000DM, four-years,2, married-male, none,2, building-society,47, none, own,2, unskilled-resident,1, yes, yes, good.
728,0DM,18, duly-till-now, radio-tv,1882, less100DM, four-years,4, female-divorced, none,4, car,25, bank, rent,2, skilled,1, yes, yes, bad.
729,less-200DM,48, bank-paid-duly, business,6416, less100DM, over-seven,4, female-divorced, none,3, none,59, none, rent,1, skilled,1, yes, yes, bad.
730,over-200DM,24, critical, business,1275, over1000DM, four-years,2, male-divorced, none,4, real-estate,36, none, own,2, skilled,1, no, yes, good.
731,less-200DM,24, delay, radio-tv,6403, less100DM, one-year,1, single-male, none,2, car,33, none, own,1, skilled,1, yes, yes, good.
732,0DM,24, duly-till-now, radio-tv,1987, less100DM, four-years,2, single-male, none,4, real-estate,21, none, rent,1, unskilled-resident,2, yes, yes, bad.
733,less-200DM,8, duly-till-now, radio-tv,760, less100DM, seven-years,4, female-divorced, guarantor,2, real-estate,44, none, own,1, unskilled-resident,1, yes, yes, good.
734,no-account,24, duly-till-now, used-car,2603, over1000DM, four-years,2, female-divorced, none,4, car,28, none, rent,1, skilled,1, no, yes, good.
735,no-account,4, critical, new-car,3380, less100DM, seven-years,1, female-divorced, none,1, real-estate,37, none, own,1, skilled,2, yes, yes, good.
736,less-200DM,36, bank-paid-duly, domestic-app,3990, unknown, one-year,3, female-divorced, none,2, none,29, bank, own,1, unemployed-non-resident,1, yes, yes, good.
737,less-200DM,24, duly-till-now, used-car,11560, less100DM, four-years,1, female-divorced, none,4, car,23, none, rent,2, management,1, yes, yes, bad.
738,0DM,18, duly-till-now, new-car,4380, less500DM, four-years,3, single-male, none,4, car,35, none, own,1, unskilled-resident,2, no, yes, good.
739,no-account,6, critical, new-car,6761, less100DM, seven-years,1, single-male, none,3, none,45, none, own,2, management,2, no, yes, good.
740,less-200DM,30, all-paid-duly, business,4280, less500DM, four-years,4, female-divorced, none,4, car,26, none, rent,2, unskilled-resident,1, yes, yes, bad.
741,0DM,24, bank-paid-duly, new-car,2325, less500DM, seven-years,2, single-male, none,3, car,32, bank, own,1, skilled,1, yes, yes, good.
742,less-200DM,10, bank-paid-duly, radio-tv,1048, less100DM, four-years,4, single-male, none,4, real-estate,23, stores, own,1, unskilled-resident,1, yes, yes, good.
743,no-account,21, duly-till-now, radio-tv,3160, unknown, over-seven,4, single-male, none,3, building-society,41, none, own,1, skilled,1, no, yes, good.
744,0DM,24, bank-paid-duly, furniture,2483, less1000DM, four-years,4, single-male, none,4, real-estate,22, stores, own,1, skilled,1, no, yes, good.
745,0DM,39, critical, furniture,14179, unknown, seven-years,4, single-male, none,4, building-society,30, none, own,2, management,1, no, yes, good.
746,0DM,13, critical, business,1797, less100DM, one-year,3, single-male, none,1, building-society,28, bank, own,2, unskilled-resident,1, yes, yes, good.
747,0DM,15, duly-till-now, new-car,2511, less100DM, unemployed,1, female-divorced, none,4, car,23, none, rent,1, skilled,1, yes, yes, good.
748,0DM,12, duly-till-now, new-car,1274, less100DM, one-year,3, female-divorced, none,1, real-estate,37, none, own,1, unskilled-resident,1, yes, yes, bad.
749,no-account,21, duly-till-now, used-car,5248, unknown, four-years,1, single-male, none,3, car,26, none, own,1, skilled,1, yes, yes, good.
750,no-account,15, duly-till-now, used-car,3029, less100DM, seven-years,2, single-male, none,2, car,33, none, own,1, skilled,1, yes, yes, good.
751,0DM,6, duly-till-now, furniture,428, less100DM, over-seven,2, female-divorced, none,1, building-society,49, bank, own,1, skilled,1, no, yes, good.
752,0DM,18, duly-till-now, new-car,976, less100DM, one-year,1, female-divorced, none,2, car,23, none, own,1, unskilled-resident,1, yes, yes, bad.
753,less-200DM,12, duly-till-now, business,841, less500DM, seven-years,2, female-divorced, none,4, real-estate,23, none, rent,1, unskilled-resident,1, yes, yes, good.
754,no-account,30, critical, radio-tv,5771, less100DM, seven-years,4, female-divorced, none,2, car,25, none, own,2, skilled,1, yes, yes, good.
755,no-account,12, delay, repairs,1555, over1000DM, over-seven,4, single-male, none,4, none,55, none, free,2, skilled,2, yes, yes, bad.
756,0DM,24, duly-till-now, new-car,1285, unknown, seven-years,4, female-divorced, none,4, none,32, none, rent,1, skilled,1, yes, yes, bad.
757,over-200DM,6, critical, new-car,1299, less100DM, four-years,1, single-male, none,1, real-estate,74, none, own,3, unemployed-non-resident,2, yes, no, good.
758,over-200DM,15, critical, radio-tv,1271, unknown, four-years,3, single-male, none,4, none,39, none, free,2, skilled,1, no, yes, bad.
759,no-account,24, duly-till-now, new-car,1393, less100DM, four-years,2, single-male, guarantor,2, real-estate,31, none, own,1, skilled,1, no, yes, good.
760,0DM,12, critical, new-car,691, less100DM, over-seven,4, single-male, none,3, building-society,35, none, own,2, skilled,1, yes, yes, bad.
761,no-account,15, critical, new-car,5045, unknown, over-seven,1, female-divorced, none,4, car,59, none, own,1, skilled,1, no, yes, good.
762,0DM,18, critical, furniture,2124, less100DM, four-years,4, female-divorced, none,4, real-estate,24, none, rent,2, skilled,1, yes, yes, bad.
763,0DM,12, duly-till-now, radio-tv,2214, less100DM, four-years,4, single-male, none,3, building-society,24, none, own,1, unskilled-resident,1, yes, yes, good.
764,no-account,21, critical, new-car,12680, unknown, over-seven,4, single-male, none,4, none,30, none, free,1, management,1, no, yes, bad.
765,no-account,24, critical, new-car,2463, less500DM, seven-years,4, married-male, none,3, building-society,27, none, own,2, skilled,1, no, yes, good.
766,less-200DM,12, duly-till-now, radio-tv,1155, less100DM, over-seven,3, married-male, guarantor,3, real-estate,40, bank, own,2, unskilled-resident,1, yes, yes, good.
767,0DM,30, duly-till-now, furniture,3108, less100DM, one-year,2, male-divorced, none,4, building-society,31, none, own,1, unskilled-resident,1, yes, yes, bad.
768,no-account,10, duly-till-now, used-car,2901, unknown, one-year,1, female-divorced, none,4, real-estate,31, none, rent,1, skilled,1, yes, yes, good.
769,less-200DM,12, critical, furniture,3617, less100DM, over-seven,1, single-male, none,4, car,28, none, rent,3, skilled,1, no, yes, good.
770,no-account,12, critical, radio-tv,1655, less100DM, over-seven,2, single-male, none,4, real-estate,63, none, own,2, unskilled-resident,1, no, yes, good.
771,0DM,24, duly-till-now, used-car,2812, unknown, over-seven,2, female-divorced, none,4, real-estate,26, none, rent,1, skilled,1, yes, yes, good.
772,0DM,36, critical, education,8065, less100DM, four-years,3, female-divorced, none,2, none,25, none, own,2, management,1, no, yes, bad.
773,no-account,21, critical, used-car,3275, less100DM, over-seven,1, single-male, none,4, car,36, none, own,1, management,1, no, yes, good.
774,no-account,24, critical, radio-tv,2223, less500DM, over-seven,4, single-male, none,4, building-society,52, bank, own,2, skilled,1, yes, yes, good.
775,over-200DM,12, critical, new-car,1480, less1000DM, unemployed,2, single-male, none,4, none,66, bank, free,3, unemployed-non-resident,1, yes, yes, good.
776,0DM,24, duly-till-now, new-car,1371, unknown, four-years,4, female-divorced, none,4, real-estate,25, none, rent,1, skilled,1, yes, yes, bad.
777,no-account,36, critical, new-car,3535, less100DM, seven-years,4, single-male, none,4, car,37, none, own,2, skilled,1, no, yes, good.
778,0DM,18, duly-till-now, radio-tv,3509, less100DM, seven-years,4, female-divorced, guarantor,1, real-estate,25, none, own,1, skilled,1, yes, yes, good.
779,no-account,36, critical, used-car,5711, over1000DM, over-seven,4, single-male, none,2, car,38, none, own,2, management,1, no, yes, good.
780,less-200DM,18, duly-till-now, repairs,3872, less100DM, unemployed,2, female-divorced, none,4, car,67, none, own,1, skilled,1, no, yes, good.
781,less-200DM,39, critical, radio-tv,4933, less100DM, seven-years,2, single-male, guarantor,2, real-estate,25, none, own,2, skilled,1, yes, yes, bad.
782,no-account,24, critical, new-car,1940, over1000DM, over-seven,4, single-male, none,4, real-estate,60, none, own,1, skilled,1, no, yes, good.
783,less-200DM,12, all-paid-duly, retraining,1410, less100DM, four-years,2, single-male, none,2, real-estate,31, none, own,1, unskilled-resident,1, no, yes, good.
784,less-200DM,12, duly-till-now, new-car,836, less500DM, one-year,4, female-divorced, none,2, building-society,23, bank, own,1, unskilled-resident,1, yes, yes, bad.
785,less-200DM,20, duly-till-now, used-car,6468, unknown, unemployed,1, male-divorced, none,4, real-estate,60, none, own,1, management,1, no, yes, good.
786,less-200DM,18, duly-till-now, business,1941, over1000DM, four-years,4, single-male, none,2, building-society,35, none, own,1, unskilled-resident,1, no, yes, good.
787,no-account,22, duly-till-now, radio-tv,2675, less1000DM, over-seven,3, single-male, none,4, car,40, none, own,1, skilled,1, yes, yes, good.
788,no-account,48, critical, used-car,2751, unknown, over-seven,4, single-male, none,3, car,38, none, own,2, skilled,2, no, yes, good.
789,less-200DM,48, delay, education,6224, less100DM, over-seven,4, single-male, none,4, none,50, none, free,1, skilled,1, yes, yes, bad.
790,0DM,40, critical, education,5998, less100DM, four-years,4, single-male, none,3, none,27, bank, own,1, skilled,1, no, yes, bad.
791,less-200DM,21, duly-till-now, business,1188, less100DM, over-seven,2, female-divorced, none,4, building-society,39, none, own,1, skilled,2, yes, yes, bad.
792,no-account,24, duly-till-now, used-car,6313, unknown, over-seven,3, single-male, none,4, car,41, none, own,1, management,2, no, yes, good.
793,no-account,6, critical, furniture,1221, unknown, four-years,1, married-male, none,2, building-society,27, none, own,2, skilled,1, yes, yes, good.
794,over-200DM,24, duly-till-now, furniture,2892, less100DM, over-seven,3, male-divorced, none,4, none,51, none, free,1, skilled,1, yes, yes, good.
795,no-account,24, duly-till-now, furniture,3062, less1000DM, over-seven,4, single-male, none,3, none,32, none, rent,1, skilled,1, no, yes, good.
796,no-account,9, duly-till-now, furniture,2301, less500DM, one-year,2, female-divorced, none,4, building-society,22, none, rent,1, skilled,1, yes, yes, good.
797,0DM,18, duly-till-now, used-car,7511, unknown, over-seven,1, single-male, none,4, building-society,51, none, free,1, skilled,2, no, yes, bad.
798,no-account,12, critical, furniture,1258, less100DM, one-year,2, female-divorced, none,4, building-society,22, none, rent,2, unskilled-resident,1, yes, yes, good.
799,no-account,24, delay, new-car,717, unknown, over-seven,4, married-male, none,4, car,54, none, own,2, skilled,1, no, yes, good.
800,less-200DM,9, duly-till-now, new-car,1549, unknown, one-year,4, single-male, none,2, real-estate,35, none, own,1, unemployed-non-resident,1, yes, yes, good.
