Policy Number,Age,Years of Driving Experience,Number of Vehicles,Gender,Married,Vehicle Age,Fuel Type,Losses
137145,65,47,3,M,Married,13,P,17
185346,70,53,3,M,Married,13,P,198
142235,32,13,3,M,Single,7,P,445
140079,48,28,3,M,Single,9,D,527
188827,65,46,3,F,Single,1,P,243
146695,24,5,3,F,Single,11,D,504
119625,70,53,3,F,Married,5,P,173
171291,16,0,3,M,Married,12,P,339
183076,20,2,3,F,Single,14,P,386
170877,41,21,3,F,Married,2,D,566
178221,68,50,3,F,Married,12,P,217
183121,45,24,3,M,Single,10,D,581
196888,61,43,3,M,Married,3,D,520
167715,65,46,3,M,Married,4,P,377
104352,52,34,3,F,Married,12,P,269
156275,66,48,3,M,Single,3,P,226
108002,59,41,3,F,Single,8,P,392
178552,64,47,3,F,Single,10,P,112
136896,41,20,3,M,Married,13,P,258
108019,67,50,3,M,Single,7,P,196
149767,60,40,3,M,Single,5,D,889
102408,62,41,3,F,Single,3,P,451
131869,33,14,3,M,Single,11,P,426
144856,45,26,3,F,Married,2,D,540
115547,50,30,3,F,Single,7,P,460
174803,69,52,3,F,Married,0,P,251
123384,65,47,3,M,Married,6,P,143
141619,21,4,3,M,Married,13,P,403
128557,55,38,3,F,Single,0,P,472
185961,46,27,3,M,Married,0,D,643
146903,66,46,3,F,Single,0,P,188
198044,58,40,3,M,Married,15,P,138
113919,18,1,3,F,Single,7,D,745
174933,32,11,3,M,Married,11,P,153
113585,27,8,3,F,Married,10,P,334
192731,39,19,3,M,Single,4,D,829
190123,37,17,3,M,Married,13,P,317
189647,35,17,3,F,Married,3,D,649
154898,63,43,3,M,Single,0,D,606
129142,52,35,3,F,Married,7,P,317
197913,61,41,3,M,Single,0,P,196
100280,68,48,3,M,Married,1,P,72
120120,48,31,3,F,Single,7,P,384
133716,61,43,3,F,Single,7,P,81
163636,67,46,3,M,Single,15,P,325
183623,68,49,3,M,Single,12,P,30
110723,22,5,3,F,Married,6,P,392
120373,17,0,3,M,Single,6,D,1243
105150,48,29,3,F,Single,1,D,947
177859,24,6,3,M,Single,15,P,343
191134,69,49,3,M,Single,7,P,343
134629,23,6,3,F,Married,9,P,498
186813,70,50,3,M,Married,10,P,143
144697,42,25,3,F,Married,0,P,372
135433,61,44,3,F,Married,15,P,29
131916,54,36,3,M,Single,3,D,777
117569,35,16,3,F,Married,13,P,131
159005,68,51,3,M,Single,9,P,221
132533,63,44,3,M,Married,7,P,59
123277,47,26,3,M,Married,10,P,349
190483,34,15,3,F,Single,10,P,407
116022,70,52,3,F,Married,8,P,29
155386,16,0,3,F,Married,11,P,334
154287,44,26,3,F,Married,6,P,322
136201,22,4,3,F,Single,10,D,729
136050,67,48,3,M,Married,6,P,135
152332,48,28,3,M,Married,4,P,441
142257,17,0,3,M,Married,13,P,426
181119,64,45,3,F,Single,2,P,240
132978,47,26,3,F,Single,10,P,458
109481,44,26,3,M,Married,5,P,467
155546,58,39,3,F,Single,1,P,487
193575,38,20,3,F,Married,11,P,265
194753,64,43,3,F,Married,13,P,24
108576,66,45,3,F,Married,15,P,175
136697,67,48,3,M,Single,1,P,81
140959,62,44,3,M,Single,1,D,699
154569,23,4,3,M,Single,12,D,890
185668,16,0,3,F,Married,15,P,409
100640,28,10,3,M,Married,14,P,302
126989,66,46,3,M,Single,14,P,279
190369,24,7,3,F,Single,11,P,312
123573,42,23,3,F,Married,15,P,203
187247,21,2,3,F,Married,10,P,373
104415,60,42,3,F,Single,10,P,100
185269,33,16,3,M,Married,14,P,226
132369,23,6,3,F,Married,15,P,254
192042,34,13,3,M,Single,8,D,505
156582,17,0,3,M,Single,15,D,759
145084,54,37,3,M,Married,1,P,407
173811,19,1,3,M,Married,9,P,411
176073,25,6,3,F,Married,11,P,394
133645,32,15,3,M,Single,10,P,491
146455,21,3,3,F,Married,8,P,314
153886,62,43,3,M,Single,8,P,403
177031,68,47,3,M,Married,15,P,216
170873,27,9,3,F,Married,9,P,332
134377,62,45,3,F,Single,8,P,364
174987,63,46,3,M,Single,12,P,172
105292,70,51,3,F,Single,12,P,87
156919,53,35,3,M,Single,14,P,415
102159,62,42,3,M,Single,8,P,109
102373,59,42,3,F,Married,8,P,329
180723,30,11,3,F,Married,10,P,325
142113,51,30,3,M,Married,11,P,349
103362,28,10,3,M,Married,3,D,656
138992,20,2,3,M,Single,11,D,1297
102022,65,45,3,M,Single,8,P,364
111377,66,45,3,M,Married,7,P,35
155923,21,2,3,F,Single,8,D,716
134638,20,2,3,F,Single,10,D,682
101192,25,6,3,F,Married,10,P,402
129762,43,23,3,M,Single,11,P,453
104758,30,11,3,M,Married,15,P,381
169640,21,3,3,M,Married,15,P,309
146103,18,0,3,M,Single,9,D,1114
197622,35,16,3,F,Married,6,P,292
191987,25,8,3,M,Single,14,D,1027
114441,61,41,3,M,Married,7,P,297
182952,47,26,3,F,Married,6,P,374
117215,21,2,3,F,Married,13,P,319
101555,22,3,3,F,Married,2,P,363
183201,68,48,3,M,Married,0,D,605
119337,54,35,3,F,Married,5,D,588
140942,19,0,3,M,Single,13,P,482
181223,70,50,3,F,Single,9,P,234
137617,57,39,3,F,Single,0,D,871
125336,20,2,3,F,Single,14,P,358
184724,31,10,3,M,Single,6,P,426
184792,25,7,3,F,Married,13,P,102
123908,26,5,3,F,Single,10,P,420
174311,67,49,3,F,Single,1,P,325
184159,64,45,3,M,Married,1,P,278
128481,25,6,3,F,Married,14,P,145
107210,34,16,3,M,Married,7,P,375
177236,29,9,3,M,Married,14,P,214
176558,63,45,3,F,Married,6,P,224
140123,68,47,3,M,Married,2,D,515
109880,48,27,3,F,Married,14,P,239
160216,29,8,3,F,Married,12,P,143
155234,46,29,3,F,Married,1,P,308
128643,34,17,3,M,Single,14,P,353
106220,18,0,3,F,Single,12,P,217
101440,26,6,3,F,Married,8,P,353
122035,28,7,3,F,Single,8,P,386
128931,22,5,3,F,Single,13,P,273
106865,67,50,3,M,Single,7,P,54
155175,21,2,3,M,Married,15,P,497
106640,17,0,3,F,Single,10,D,916
142676,18,0,3,F,Married,14,P,392
190698,34,15,3,F,Single,11,P,421
190810,69,49,3,M,Married,5,P,369
174078,16,0,3,M,Married,15,P,191
110879,34,16,3,M,Married,6,P,363
133625,70,52,3,F,Married,7,P,146
188574,32,13,3,M,Married,5,P,368
145674,63,42,3,M,Single,12,P,257
169635,36,15,3,M,Single,15,P,382
151754,22,3,3,F,Married,15,P,189
190463,17,0,3,M,Single,7,D,853
125997,34,14,3,M,Married,10,P,349
189034,53,36,3,F,Single,3,D,740
116966,18,1,3,F,Single,11,D,675
150059,35,15,3,F,Married,2,D,503
120704,68,51,3,M,Single,8,P,299
112974,68,48,3,F,Single,0,D,744
139624,39,18,3,F,Single,8,P,447
194831,63,45,3,F,Single,3,P,348
111639,18,1,3,M,Single,13,P,420
147680,48,27,3,M,Single,9,P,432
165320,55,34,3,M,Married,8,P,379
145396,66,47,3,F,Married,2,P,171
174789,17,0,3,M,Married,9,D,660
190808,19,1,3,F,Married,14,P,264
155462,30,9,3,M,Married,0,P,392
172056,29,8,3,M,Single,14,P,314
119752,68,47,3,F,Single,10,P,182
105002,23,6,3,F,Single,13,D,631
194674,19,1,3,M,Married,5,D,1195
103770,68,47,3,M,Married,11,P,70
115242,23,4,3,M,Single,13,D,604
113796,62,44,3,M,Married,10,P,39
142054,61,44,3,F,Married,9,P,262
144686,70,53,3,M,Single,2,P,197
109236,66,47,3,M,Married,6,P,44
171352,63,42,3,F,Married,8,P,32
171043,19,0,3,F,Married,15,P,252
151268,36,18,3,F,Single,9,P,409
116783,53,36,3,F,Married,9,P,287
156519,38,19,3,F,Married,11,P,313
124587,21,4,3,F,Single,11,D,581
193520,29,9,3,F,Married,14,P,295
121685,16,0,3,F,Single,14,P,490
110141,57,39,3,M,Single,8,P,491
132853,48,27,3,M,Single,1,D,832
155078,61,43,3,F,Married,8,P,106
142478,26,7,3,F,Single,10,P,382
187285,57,38,3,F,Married,6,P,363
153807,27,6,3,M,Single,7,D,516
119642,21,2,3,M,Married,11,P,272
151388,18,0,3,F,Single,15,P,306
123108,60,41,3,M,Single,13,P,350
134884,58,41,3,M,Single,2,D,603
168648,36,15,3,M,Single,10,D,503
164151,44,24,3,F,Single,10,P,453
188702,18,0,3,F,Married,13,P,191
114436,20,1,3,M,Single,8,D,539
149197,53,34,3,F,Married,9,P,302
130549,54,35,3,M,Married,3,D,557
192897,60,42,3,M,Single,3,D,558
124527,32,13,3,F,Single,7,P,383
185559,25,7,3,F,Single,15,P,396
123109,68,51,3,M,Married,10,P,365
187618,25,6,3,M,Single,0,D,1000
196350,22,3,3,M,Married,11,P,255
130279,17,0,3,F,Single,13,P,474
175072,70,53,3,M,Married,7,P,34
115140,24,7,3,F,Single,13,P,476
141368,62,42,3,F,Married,0,P,253
117128,37,17,3,M,Single,11,P,206
114559,48,29,3,M,Married,8,P,377
196356,44,26,3,M,Married,9,P,381
154017,61,40,3,M,Married,15,P,205
131556,18,0,3,M,Single,15,P,398
186337,48,27,3,F,Single,7,P,359
132503,18,0,3,M,Married,10,P,394
160655,22,3,3,F,Single,7,D,710
184697,20,3,3,F,Married,8,P,346
190230,32,15,3,F,Married,11,P,360
183208,22,4,3,F,Single,15,P,496
187547,25,6,3,F,Married,4,D,636
178304,22,3,3,M,Married,14,P,361
188283,45,26,3,M,Married,1,D,692
156003,65,48,3,M,Married,10,P,326
168914,37,18,3,M,Single,10,P,497
196112,62,45,3,M,Married,9,P,285
185048,62,44,3,M,Single,4,P,125
151974,25,6,3,M,Married,14,P,295
159360,37,17,3,F,Single,15,P,324
137338,27,10,3,M,Single,8,P,430
156889,61,40,3,M,Married,13,P,111
138060,39,18,3,M,Single,15,P,416
101041,63,44,3,M,Married,3,P,274
126474,26,6,3,M,Single,3,D,844
182688,21,3,3,M,Single,15,P,489
144363,29,10,3,M,Married,12,P,201
104521,24,7,3,F,Married,15,P,283
147475,38,19,3,M,Single,9,P,481
176115,54,33,3,F,Married,12,P,266
195882,46,27,3,M,Married,8,P,380
131909,54,36,3,F,Married,7,P,311
104431,22,5,3,M,Married,6,D,638
168792,42,25,3,F,Married,0,D,593
160831,23,4,3,F,Married,15,P,412
193325,26,8,3,M,Single,14,P,336
115306,26,9,3,F,Single,12,P,167
147626,61,41,3,M,Married,15,P,62
124098,48,31,3,M,Married,13,P,272
134218,56,39,3,F,Married,14,P,159
119884,38,20,3,M,Single,0,D,693
150146,16,0,3,M,Married,11,D,728
121996,21,3,3,M,Single,1,D,918
163775,29,11,3,M,Single,12,D,553
122378,32,14,3,F,Married,1,D,507
102734,25,6,3,F,Single,11,D,777
127589,69,49,3,M,Single,3,P,314
125697,31,12,3,M,Married,13,P,276
169559,60,43,3,M,Single,3,P,457
187210,38,17,3,F,Single,0,D,675
195802,62,45,3,F,Single,10,P,125
113208,18,0,3,F,Single,13,P,358
133205,28,10,3,F,Married,12,P,129
191584,44,27,3,F,Married,11,P,257
119438,35,14,3,M,Married,7,P,348
161458,29,9,3,F,Single,13,P,331
173047,31,11,3,M,Married,4,P,494
121472,53,33,3,M,Married,5,P,471
183666,63,42,3,M,Married,12,P,285
189493,32,11,3,M,Single,3,D,706
106840,18,0,3,F,Married,12,P,164
107678,23,4,3,M,Single,12,P,342
165972,70,49,3,M,Single,5,D,721
100713,63,45,3,F,Married,1,P,61
147912,54,33,3,M,Single,7,D,504
106579,64,45,3,F,Married,1,P,362
144955,30,10,3,F,Married,6,P,362
185076,65,46,3,M,Single,14,P,52
155112,18,1,3,F,Single,5,D,1124
158957,23,5,3,F,Single,13,P,312
136991,41,24,3,F,Single,6,P,442
198334,67,46,3,F,Single,5,P,373
140111,63,43,3,F,Married,11,P,59
119333,22,3,3,F,Single,4,D,985
154802,22,5,3,M,Single,11,D,987
104443,34,17,3,F,Married,12,P,288
186925,52,33,3,M,Single,8,D,535
113378,25,8,3,M,Single,7,D,1024
142345,57,39,3,M,Single,15,D,515
109749,66,47,3,F,Married,6,P,78
140630,62,45,3,M,Single,8,P,368
151322,61,41,3,F,Married,13,P,19
121991,27,10,3,M,Single,5,D,616
198589,63,43,3,F,Married,11,P,87
152171,21,4,3,M,Single,8,D,855
159761,69,48,3,F,Single,9,P,75
125497,40,19,3,M,Married,12,P,228
144806,42,22,3,M,Married,11,P,263
160684,51,30,3,F,Single,9,P,380
140437,43,26,3,M,Single,2,P,441
190339,38,18,3,M,Married,10,P,371
139843,21,4,3,F,Single,12,D,592
196853,23,5,3,M,Single,13,P,331
190965,68,49,3,F,Single,14,P,68
104333,43,24,3,M,Married,9,P,327
138318,65,47,3,M,Single,10,P,158
154250,67,48,3,F,Married,7,P,96
198150,41,22,3,M,Single,12,P,196
174696,42,23,3,M,Married,4,P,406
115566,60,43,3,M,Married,13,P,38
174122,21,3,3,F,Married,12,P,332
100767,17,0,3,M,Married,14,P,488
114900,18,0,3,M,Single,14,P,405
120449,66,49,3,M,Married,8,P,282
150019,64,47,3,F,Single,10,P,44
129262,64,45,3,M,Married,7,P,39
119475,18,0,3,M,Married,12,P,183
136782,24,5,3,F,Married,13,P,241
178623,28,7,3,M,Married,7,P,357
117860,39,18,3,M,Single,15,P,208
148095,45,25,3,M,Single,15,P,429
194617,55,35,3,F,Married,7,P,314
105045,32,14,3,M,Single,15,P,286
112707,22,4,3,F,Single,13,P,490
180896,62,43,3,F,Single,14,P,89
179104,26,5,3,F,Married,4,D,546
147666,60,43,3,F,Married,8,P,316
115868,16,0,3,F,Single,11,P,499
169239,68,49,3,F,Single,15,P,200
113437,28,7,3,F,Single,12,P,321
180328,53,33,3,M,Single,0,P,496
155567,31,13,3,M,Single,3,P,471
137909,68,48,3,F,Single,4,P,208
115130,31,12,3,M,Single,10,P,458
117731,49,29,3,M,Married,9,P,367
132928,61,44,3,F,Single,10,P,329
122509,62,45,3,M,Married,0,D,635
132774,48,29,3,F,Single,15,P,229
190381,21,4,3,M,Married,12,P,175
184313,65,48,3,F,Married,5,P,316
158183,70,52,3,M,Single,8,P,392
160244,31,13,3,F,Married,15,P,179
122190,25,6,3,F,Married,8,P,373
132910,16,0,3,M,Single,4,D,3333
140821,21,2,3,M,Married,9,D,912
191742,67,50,3,F,Married,9,P,112
144963,50,29,3,F,Single,14,P,348
153044,37,17,3,M,Single,5,P,439
106073,47,27,3,M,Single,13,P,239
156845,38,20,3,M,Single,9,P,407
163987,57,39,3,F,Married,8,P,338
150225,50,29,3,M,Single,15,P,488
105900,43,22,3,M,Single,1,D,666
174087,51,34,3,M,Married,9,P,383
137028,59,41,3,F,Single,6,P,385
170983,24,6,3,M,Married,11,P,387
123100,48,28,3,M,Single,5,D,877
130446,23,4,3,M,Married,13,D,628
127474,26,6,3,M,Single,12,P,318
112568,60,43,3,M,Single,4,P,246
175164,35,15,3,M,Married,15,P,206
182999,64,43,3,F,Married,7,P,302
167968,58,39,3,M,Single,4,D,734
109058,16,0,3,M,Married,14,D,670
123583,31,11,3,F,Single,10,P,357
134754,64,44,3,M,Married,1,P,433
187822,23,6,3,F,Married,8,P,313
198230,33,14,3,F,Single,1,D,826
178563,24,7,3,F,Single,12,P,308
117139,38,17,3,F,Single,7,P,374
168131,53,34,3,M,Single,5,D,920
107342,63,42,3,M,Single,3,P,498
104998,34,15,3,F,Married,10,P,333
187141,31,12,3,M,Married,0,D,568
169738,43,22,3,M,Single,2,D,822
115335,21,3,3,F,Married,2,D,615
165658,34,15,3,M,Married,1,P,449
199154,37,19,3,F,Single,13,P,356
197699,43,23,3,M,Married,7,P,374
151099,41,22,3,M,Married,10,P,367
159494,69,48,3,M,Married,5,P,424
132638,42,22,3,M,Married,8,P,414
137044,66,49,3,M,Married,10,P,37
103020,16,0,3,M,Single,1,D,1326
121055,16,0,3,M,Single,2,D,693
146910,41,20,3,F,Married,0,D,555
198959,26,5,3,F,Married,9,P,314
197211,22,3,3,M,Single,13,D,770
130322,26,9,3,F,Single,8,P,366
178236,55,34,3,F,Single,6,P,368
126899,44,24,3,M,Single,2,D,846
102772,64,46,3,M,Married,6,P,176
165586,66,45,3,F,Single,12,P,18
190114,52,34,3,M,Single,7,P,400
162946,61,43,3,F,Single,11,P,327
145494,43,24,3,F,Single,12,P,146
134650,67,49,3,F,Married,1,P,99
112228,50,33,3,F,Single,15,P,379
188055,57,36,3,M,Married,6,P,359
173358,54,36,3,F,Married,15,P,270
100164,47,26,3,M,Married,6,P,345
151779,70,52,3,M,Single,12,P,163
135957,67,47,3,F,Married,8,P,199
120974,31,11,3,F,Married,7,P,316
107293,45,28,3,F,Single,10,P,382
104729,44,26,3,M,Single,3,D,792
178479,22,3,3,F,Single,11,D,752
182144,66,47,3,F,Married,7,P,103
123554,70,53,3,F,Married,10,P,302
148835,21,3,3,F,Married,9,P,205
187718,20,1,3,M,Single,11,D,590
193752,26,8,3,F,Married,11,P,357
158824,17,0,3,M,Single,12,D,721
114960,49,31,3,M,Married,6,P,392
102751,18,0,3,M,Single,14,P,473
179563,24,6,3,F,Married,0,P,333
175008,36,15,3,M,Married,9,P,382
107141,29,10,4,M,Single,10,P,407
102758,35,17,4,M,Married,11,P,260
192086,63,42,4,M,Married,13,P,214
180338,25,8,4,M,Married,12,D,536
110113,62,41,4,M,Single,7,P,364
193969,20,2,4,F,Single,12,P,388
120976,18,0,4,M,Married,15,D,576
104480,40,23,4,F,Married,10,P,335
130823,68,47,4,M,Single,7,P,199
124761,42,24,4,M,Married,13,P,221
136484,21,2,4,F,Married,11,P,198
106616,70,50,4,F,Single,9,P,119
135303,35,17,4,F,Single,9,P,400
115664,32,12,4,F,Married,6,P,314
104566,34,15,4,M,Married,4,D,554
115406,64,46,4,M,Single,8,P,321
100578,23,4,4,F,Single,12,P,291
131965,70,50,4,M,Single,10,P,356
101080,65,45,4,F,Single,15,P,272
195887,59,42,4,F,Married,5,D,573
169037,26,9,4,M,Married,8,P,363
196234,57,39,4,F,Single,13,P,293
118382,47,29,4,F,Single,4,P,474
109196,23,4,4,M,Single,6,D,1126
184354,60,42,4,F,Single,15,P,396
132643,36,19,4,M,Single,3,D,827
199542,18,0,4,M,Single,8,D,1441
190827,23,4,4,F,Single,12,P,470
190503,19,0,4,F,Married,1,D,700
126073,68,47,4,M,Married,4,P,405
120483,58,37,4,M,Single,9,P,385
146592,18,0,4,M,Single,10,D,820
123328,18,0,4,F,Single,14,P,217
104527,66,49,4,M,Single,5,P,442
150142,20,3,4,F,Single,14,D,644
131124,25,7,4,M,Married,13,P,321
195236,35,14,4,F,Married,7,P,346
140249,19,1,4,F,Single,15,P,457
165626,70,50,4,M,Single,0,D,535
126295,60,40,4,M,Married,1,D,575
143648,70,50,4,M,Single,1,P,222
184008,68,49,4,F,Married,11,P,103
162298,55,34,4,F,Single,12,P,327
185788,39,21,4,F,Married,0,P,473
190791,25,8,4,M,Married,12,P,253
105725,52,35,4,M,Married,2,P,463
176235,17,0,4,M,Single,15,D,575
132107,62,41,4,F,Single,15,P,271
190521,64,45,4,M,Single,2,P,129
192280,24,6,4,M,Single,14,D,888
115960,18,0,4,F,Single,13,P,394
135083,20,1,4,F,Married,15,P,343
161320,35,14,4,M,Married,1,D,601
186589,31,10,4,F,Married,9,P,315
170542,63,45,4,F,Single,6,P,297
174025,58,38,4,F,Single,8,P,445
119255,39,21,4,F,Single,4,D,638
172249,40,23,4,M,Single,10,P,468
194688,60,43,4,F,Single,13,P,211
117984,23,4,4,M,Single,7,D,783
101799,67,48,4,F,Single,12,P,85
155233,58,37,4,F,Single,10,P,372
103589,54,33,4,F,Single,1,D,532
107895,26,9,4,F,Single,9,P,377
132196,40,21,4,F,Single,5,D,704
159246,21,4,4,M,Single,15,P,462
195769,57,40,4,M,Single,2,D,543
169360,66,48,4,M,Married,1,P,85
164199,24,7,4,M,Single,13,D,531
154282,44,25,4,F,Married,9,P,322
166267,24,6,4,F,Single,14,P,373
199043,58,39,4,M,Married,2,P,401
126470,45,24,4,F,Single,5,D,685
158107,42,24,4,M,Married,6,P,402
106944,68,51,4,M,Married,4,P,46
139381,25,7,4,F,Single,14,P,445
154495,69,48,4,F,Single,6,P,370
112717,34,13,4,F,Single,7,P,387
183680,68,50,4,F,Married,10,P,36
122728,45,24,4,F,Single,14,P,211
180169,46,28,4,M,Single,6,P,437
180152,45,25,4,F,Married,6,P,287
190232,70,51,4,M,Single,11,P,310
119426,48,30,4,F,Married,0,P,324
195201,23,5,4,M,Single,14,P,438
137146,51,31,4,M,Married,12,P,196
139078,31,14,4,F,Married,4,D,547
136999,25,8,4,M,Married,14,D,563
148873,61,40,4,M,Married,9,P,193
191846,21,4,4,M,Married,13,P,324
143156,47,28,4,F,Married,12,P,229
106351,20,2,4,F,Married,13,P,174
113778,68,51,4,F,Married,8,P,36
182642,16,0,4,F,Single,0,D,937
166672,66,47,4,F,Single,8,P,308
110682,22,3,4,M,Single,13,D,1474
100944,70,53,4,F,Married,5,P,77
126747,46,28,4,F,Married,6,P,316
108413,70,53,4,M,Married,10,P,124
117569,25,6,4,M,Married,7,D,685
134760,26,9,4,M,Married,4,P,362
127342,19,1,4,M,Married,11,P,274
158084,42,24,4,M,Single,14,P,263
122995,25,7,4,F,Married,13,P,180
196396,42,25,4,F,Married,1,P,394
164938,23,4,4,M,Single,9,D,778
171329,53,32,4,F,Single,6,P,387
103743,22,5,4,F,Married,10,P,336
138181,28,7,4,M,Single,9,P,391
110293,60,42,4,F,Married,0,P,346
190491,61,44,4,M,Single,4,P,211
118239,44,27,4,M,Single,15,P,149
164405,53,33,4,F,Single,12,P,149
131592,28,10,4,M,Single,5,D,819
149211,43,24,4,M,Married,11,P,238
150655,33,16,4,M,Single,9,P,435
182579,65,48,4,F,Single,8,P,354
118893,25,6,4,F,Single,14,D,548
126442,60,43,4,F,Single,4,P,199
152189,69,50,4,M,Single,0,D,853
111464,44,27,4,F,Married,7,P,372
105320,49,30,4,M,Married,4,P,423
100632,29,12,4,F,Married,10,P,346
113044,43,25,4,F,Single,14,P,169
192942,22,3,4,M,Married,11,P,329
195735,17,0,4,M,Single,14,P,368
113730,50,30,4,F,Single,3,D,682
195435,43,23,4,M,Married,8,P,443
192993,66,49,4,M,Married,6,P,91
174568,41,23,4,F,Married,14,P,224
166646,69,49,4,M,Married,5,D,618
153484,68,48,4,M,Married,9,P,103
102665,27,10,4,F,Single,0,D,577
176986,16,0,4,F,Married,15,P,390
168640,25,8,4,F,Married,3,P,465
126121,41,24,4,F,Single,15,P,380
151048,44,27,4,M,Single,10,D,542
195169,31,12,4,M,Married,9,P,337
121660,38,21,4,F,Single,5,D,503
157523,58,39,4,F,Single,8,P,433
195150,19,1,4,M,Married,13,P,473
167689,67,49,4,M,Married,10,P,77
122696,48,31,4,M,Married,6,P,345
102199,20,3,4,M,Married,14,P,484
180770,39,22,4,M,Single,5,D,840
136685,68,48,4,M,Married,8,P,100
156388,28,10,4,M,Married,10,P,350
150611,64,45,4,F,Married,8,P,246
184343,16,0,4,M,Single,13,D,637
130419,17,0,4,F,Single,7,D,567
108241,17,0,4,M,Married,13,P,271
102064,49,28,4,F,Married,1,P,487
165322,56,39,4,M,Married,5,P,409
160393,35,15,4,M,Married,2,D,732
185826,69,51,4,F,Married,7,P,262
179686,46,26,4,F,Married,14,P,112
178651,30,12,4,M,Single,7,P,438
140484,42,23,4,F,Single,13,P,153
131846,18,1,4,F,Married,14,P,159
106931,20,1,4,M,Single,12,D,608
153364,36,19,4,M,Single,9,P,468
135180,63,42,4,M,Married,10,P,139
157355,49,29,4,F,Married,8,P,399
161909,62,42,4,F,Single,4,P,57
191371,25,8,4,M,Married,11,P,323
128099,19,0,4,F,Married,12,P,199
190765,24,6,4,M,Married,5,D,537
165073,52,31,4,F,Married,12,P,117
126084,47,26,4,M,Married,3,P,468
155999,22,3,4,M,Married,11,P,303
124525,70,51,4,M,Married,6,P,127
181152,45,27,4,M,Married,1,D,681
189763,32,14,4,F,Single,9,P,377
164642,27,6,4,F,Single,12,P,398
175033,34,15,4,F,Married,10,P,336
173397,34,17,4,M,Single,6,P,451
136115,30,10,4,F,Married,3,D,543
107692,22,3,4,F,Single,14,P,317
160041,48,30,4,M,Single,10,P,413
147567,65,47,4,M,Married,4,D,601
145027,31,14,4,F,Single,3,D,694
179593,56,37,4,M,Single,8,P,401
156955,33,14,4,F,Single,6,P,361
151457,70,51,4,M,Single,1,D,536
131753,60,41,4,F,Married,12,P,253
123563,52,31,4,M,Single,12,P,345
139293,63,45,4,M,Married,9,P,299
168780,70,52,4,F,Married,10,P,50
198313,68,48,4,F,Married,8,P,269
189902,24,7,4,F,Single,1,D,601
170265,68,48,4,M,Married,3,P,487
147621,26,9,4,F,Married,9,P,356
116900,64,43,4,M,Single,6,P,377
132073,64,47,4,M,Single,9,P,63
110267,60,40,4,F,Married,4,P,226
167788,70,49,4,F,Married,7,P,321
125455,62,45,4,F,Single,5,P,72
109088,34,14,4,F,Married,4,P,363
100842,60,42,4,F,Married,7,P,229
135837,20,2,4,M,Single,14,D,933
153924,23,5,4,M,Married,14,P,309
143539,59,42,4,M,Single,6,P,440
129450,52,32,4,M,Married,14,P,125
139868,65,46,4,M,Single,2,P,75
166193,32,14,4,M,Single,2,D,1014
153404,20,1,4,F,Single,14,P,345
172286,70,52,4,F,Married,7,P,137
151750,67,49,4,M,Single,5,P,451
192834,29,10,4,F,Married,9,P,328
127095,61,44,4,M,Single,6,P,116
186671,45,26,4,F,Single,1,D,504
133581,49,32,4,M,Single,8,P,453
178294,59,38,4,M,Single,9,D,510
157960,64,47,4,F,Single,7,P,226
176267,63,46,4,F,Single,15,P,148
131218,45,26,4,M,Married,8,P,426
175822,26,7,4,F,Single,3,D,565
198827,42,22,4,F,Married,12,P,131
172842,38,19,4,M,Single,11,P,327
172035,70,51,4,M,Married,10,P,236
178205,66,49,4,F,Single,12,P,276
145089,50,31,4,M,Single,9,P,429
163760,29,12,4,M,Single,1,D,824
146815,22,3,4,F,Married,14,P,226
142969,45,27,4,M,Single,14,D,532
179012,39,19,4,F,Married,6,P,281
199432,50,32,4,M,Married,0,D,545
176852,56,35,4,F,Single,8,P,332
189566,25,8,4,M,Single,7,D,743
152651,48,30,4,F,Single,8,P,387
164997,34,15,4,F,Single,7,P,418
189179,17,0,4,F,Married,12,P,227
184428,48,29,4,M,Single,11,P,226
147170,18,0,4,M,Married,13,P,298
172053,68,48,4,M,Single,5,P,335
157636,23,4,4,F,Single,8,D,788
148050,26,9,4,F,Married,2,D,571
187541,21,4,4,M,Single,12,D,776
186610,23,4,4,F,Married,15,P,162
143002,65,46,4,F,Married,7,P,113
155731,40,20,4,M,Married,3,P,332
136786,70,52,4,F,Single,0,P,48
190457,41,22,4,F,Single,3,D,763
195023,69,51,4,M,Single,9,P,91
147745,51,34,4,F,Married,4,P,452
179475,62,43,4,F,Single,7,P,88
183064,35,18,4,F,Single,9,P,453
187965,59,41,4,F,Single,10,P,334
161542,66,46,4,F,Single,10,P,48
176788,18,0,4,F,Single,1,D,1314
113601,21,3,4,M,Single,1,D,1731
143260,28,11,4,M,Single,4,D,767
148325,45,24,4,F,Single,11,P,185
120580,27,10,4,M,Single,10,P,436
101257,16,0,4,M,Single,12,D,617
182981,68,50,4,M,Single,7,P,183
106485,46,26,4,M,Single,9,P,482
111930,16,0,4,F,Single,7,P,499
128349,27,7,4,M,Married,3,P,380
169141,21,4,4,F,Married,11,P,197
177583,39,19,4,M,Married,3,D,606
163097,69,52,4,F,Single,13,P,214
161811,63,46,4,F,Single,15,P,21
120918,27,8,4,F,Married,7,P,285
103739,58,41,4,M,Single,3,D,839
177809,22,5,4,F,Married,9,D,501
150326,60,39,4,M,Married,10,P,36
152238,55,35,4,M,Single,4,D,625
191210,24,7,4,M,Single,12,D,620
174357,21,4,4,F,Married,12,P,398
